Lines of code metrics,÷‹ŒÂ, 15 10‘¬ 2021 23:30:03 GMT+08:00
Method,CLOC,JLOC,LOC,NCLOC,RLOC
"Olivia.AppTest.shouldAnswerWithTrue()",3,3,8,5,57.14%
"Olivia.Texteditor1.Chazhao.Chazhao()",0,0,32,32,59.26%
"Olivia.Texteditor1.Chazhao.actionPerformed(ActionEvent)",9,0,16,16,29.63%
"Olivia.Texteditor1.Texteditor1()",27,0,109,93,27.39%
"Olivia.Texteditor1.actionPerformed(ActionEvent)",29,0,89,63,22.36%
"Olivia.Texteditor1.copy()",0,0,5,5,1.26%
"Olivia.Texteditor1.createFile()",8,0,22,19,5.53%
"Olivia.Texteditor1.main(String[])",1,0,4,3,1.01%
"Olivia.Texteditor1.openFile()",5,0,36,31,9.05%
"Olivia.Texteditor1.paste()",19,0,42,24,10.55%
"Olivia.Texteditor1.saveFile(File)",2,0,19,18,4.77%

Class,CLOC,JLOC,LOC
"Olivia.AppTest",6,6,14
"Olivia.Texteditor1",105,0,344
"Olivia.Texteditor1.Chazhao",9,0,54

Package,CLOC,CLOC(rec),JLOC,JLOC(rec),LOC,LOC(rec),LOCp,LOCp(rec),LOCt,LOCt(rec),NCLOC,NCLOCp,NCLOCp(rec),NCLOCt,NCLOCt(rec)
"",n/a,114,n/a,6,n/a,431,n/a,414,n/a,17,n/a,n/a,339,n/a,17
"Olivia",0,114,6,6,431,431,414,414,17,17,356,339,339,17,17

Module,JLOC,L(Groovy),L(HTML),L(J),L(KT),L(XML),LOC,LOCp,LOCt,NCLOC,NCLOCp,NCLOCt
"251-Assignment1--2021-Diana-Olivia",6,0,0,431,0,69,502,414,17,420,339,11

FileType,LOC,NCLOC
"Java",431,350
"Properties",2,1
"XML",69,69

Project,CLOC,JLOC,L(Groovy),L(HTML),L(J),L(KT),L(XML),LOC,LOCp,LOCt,NCLOC,NCLOCp,NCLOCt
"project",126,6,0,0,431,0,69,502,414,17,420,339,11

